Numeric,Year,available_indicators,total_indicators,coverage_rate,meets_80pct_coverage,Alpha-3 code,CountryName_CN
108,2007,33,34,0.9705882352941176,True,BDI,布隆迪
108,2008,33,34,0.9705882352941176,True,BDI,布隆迪
108,2009,33,34,0.9705882352941176,True,BDI,布隆迪
108,2010,33,34,0.9705882352941176,True,BDI,布隆迪
108,2011,33,34,0.9705882352941176,True,BDI,布隆迪
108,2012,33,34,0.9705882352941176,True,BDI,布隆迪
108,2013,33,34,0.9705882352941176,True,BDI,布隆迪
108,2014,33,34,0.9705882352941176,True,BDI,布隆迪
108,2015,33,34,0.9705882352941176,True,BDI,布隆迪
108,2016,33,34,0.9705882352941176,True,BDI,布隆迪
108,2017,33,34,0.9705882352941176,True,BDI,布隆迪
108,2018,33,34,0.9705882352941176,True,BDI,布隆迪
108,2019,33,34,0.9705882352941176,True,BDI,布隆迪
108,2020,33,34,0.9705882352941176,True,BDI,布隆迪
108,2021,33,34,0.9705882352941176,True,BDI,布隆迪
120,2001,34,34,1.0,True,CMR,喀麦隆
120,2002,34,34,1.0,True,CMR,喀麦隆
120,2003,34,34,1.0,True,CMR,喀麦隆
120,2004,34,34,1.0,True,CMR,喀麦隆
120,2005,34,34,1.0,True,CMR,喀麦隆
120,2006,34,34,1.0,True,CMR,喀麦隆
120,2007,34,34,1.0,True,CMR,喀麦隆
120,2008,34,34,1.0,True,CMR,喀麦隆
120,2009,34,34,1.0,True,CMR,喀麦隆
120,2010,34,34,1.0,True,CMR,喀麦隆
120,2011,34,34,1.0,True,CMR,喀麦隆
120,2012,34,34,1.0,True,CMR,喀麦隆
120,2013,34,34,1.0,True,CMR,喀麦隆
120,2014,34,34,1.0,True,CMR,喀麦隆
120,2015,34,34,1.0,True,CMR,喀麦隆
120,2016,34,34,1.0,True,CMR,喀麦隆
120,2017,34,34,1.0,True,CMR,喀麦隆
120,2018,34,34,1.0,True,CMR,喀麦隆
120,2019,34,34,1.0,True,CMR,喀麦隆
120,2020,34,34,1.0,True,CMR,喀麦隆
120,2021,34,34,1.0,True,CMR,喀麦隆
132,2001,34,34,1.0,True,CPV,佛得角
132,2002,34,34,1.0,True,CPV,佛得角
132,2003,34,34,1.0,True,CPV,佛得角
132,2004,34,34,1.0,True,CPV,佛得角
132,2005,34,34,1.0,True,CPV,佛得角
132,2006,34,34,1.0,True,CPV,佛得角
132,2007,34,34,1.0,True,CPV,佛得角
132,2008,34,34,1.0,True,CPV,佛得角
132,2009,34,34,1.0,True,CPV,佛得角
132,2010,34,34,1.0,True,CPV,佛得角
132,2011,34,34,1.0,True,CPV,佛得角
132,2012,34,34,1.0,True,CPV,佛得角
132,2013,34,34,1.0,True,CPV,佛得角
132,2014,34,34,1.0,True,CPV,佛得角
132,2015,34,34,1.0,True,CPV,佛得角
132,2016,34,34,1.0,True,CPV,佛得角
132,2017,34,34,1.0,True,CPV,佛得角
132,2018,34,34,1.0,True,CPV,佛得角
132,2019,34,34,1.0,True,CPV,佛得角
132,2020,34,34,1.0,True,CPV,佛得角
132,2021,34,34,1.0,True,CPV,佛得角
140,2001,33,34,0.9705882352941176,True,CAF,中非
140,2002,33,34,0.9705882352941176,True,CAF,中非
140,2003,33,34,0.9705882352941176,True,CAF,中非
140,2004,33,34,0.9705882352941176,True,CAF,中非
140,2005,33,34,0.9705882352941176,True,CAF,中非
140,2006,33,34,0.9705882352941176,True,CAF,中非
140,2007,33,34,0.9705882352941176,True,CAF,中非
140,2008,33,34,0.9705882352941176,True,CAF,中非
140,2009,33,34,0.9705882352941176,True,CAF,中非
140,2010,33,34,0.9705882352941176,True,CAF,中非
140,2011,33,34,0.9705882352941176,True,CAF,中非
140,2012,33,34,0.9705882352941176,True,CAF,中非
140,2013,33,34,0.9705882352941176,True,CAF,中非
140,2014,33,34,0.9705882352941176,True,CAF,中非
140,2015,33,34,0.9705882352941176,True,CAF,中非
140,2016,33,34,0.9705882352941176,True,CAF,中非
140,2017,33,34,0.9705882352941176,True,CAF,中非
140,2018,33,34,0.9705882352941176,True,CAF,中非
140,2019,33,34,0.9705882352941176,True,CAF,中非
140,2020,33,34,0.9705882352941176,True,CAF,中非
140,2021,33,34,0.9705882352941176,True,CAF,中非
148,2001,33,34,0.9705882352941176,True,TCD,乍得
148,2002,33,34,0.9705882352941176,True,TCD,乍得
148,2003,33,34,0.9705882352941176,True,TCD,乍得
148,2004,33,34,0.9705882352941176,True,TCD,乍得
148,2005,33,34,0.9705882352941176,True,TCD,乍得
148,2006,33,34,0.9705882352941176,True,TCD,乍得
148,2007,33,34,0.9705882352941176,True,TCD,乍得
148,2008,33,34,0.9705882352941176,True,TCD,乍得
148,2009,33,34,0.9705882352941176,True,TCD,乍得
148,2010,33,34,0.9705882352941176,True,TCD,乍得
148,2011,33,34,0.9705882352941176,True,TCD,乍得
148,2012,33,34,0.9705882352941176,True,TCD,乍得
148,2013,33,34,0.9705882352941176,True,TCD,乍得
148,2014,33,34,0.9705882352941176,True,TCD,乍得
148,2015,33,34,0.9705882352941176,True,TCD,乍得
148,2016,33,34,0.9705882352941176,True,TCD,乍得
148,2017,33,34,0.9705882352941176,True,TCD,乍得
148,2018,33,34,0.9705882352941176,True,TCD,乍得
148,2019,33,34,0.9705882352941176,True,TCD,乍得
148,2020,33,34,0.9705882352941176,True,TCD,乍得
148,2021,33,34,0.9705882352941176,True,TCD,乍得
174,2001,34,34,1.0,True,COM,科摩罗
174,2002,34,34,1.0,True,COM,科摩罗
174,2003,34,34,1.0,True,COM,科摩罗
174,2004,34,34,1.0,True,COM,科摩罗
174,2005,34,34,1.0,True,COM,科摩罗
174,2006,34,34,1.0,True,COM,科摩罗
174,2007,34,34,1.0,True,COM,科摩罗
174,2008,34,34,1.0,True,COM,科摩罗
174,2009,34,34,1.0,True,COM,科摩罗
174,2010,34,34,1.0,True,COM,科摩罗
174,2011,34,34,1.0,True,COM,科摩罗
174,2012,34,34,1.0,True,COM,科摩罗
174,2013,34,34,1.0,True,COM,科摩罗
174,2014,34,34,1.0,True,COM,科摩罗
174,2015,34,34,1.0,True,COM,科摩罗
174,2016,34,34,1.0,True,COM,科摩罗
174,2017,34,34,1.0,True,COM,科摩罗
174,2018,34,34,1.0,True,COM,科摩罗
174,2019,34,34,1.0,True,COM,科摩罗
174,2020,34,34,1.0,True,COM,科摩罗
174,2021,34,34,1.0,True,COM,科摩罗
178,2001,34,34,1.0,True,COG,刚果（布）
178,2002,34,34,1.0,True,COG,刚果（布）
178,2003,34,34,1.0,True,COG,刚果（布）
178,2004,34,34,1.0,True,COG,刚果（布）
178,2005,34,34,1.0,True,COG,刚果（布）
178,2006,34,34,1.0,True,COG,刚果（布）
178,2007,34,34,1.0,True,COG,刚果（布）
178,2008,34,34,1.0,True,COG,刚果（布）
178,2009,34,34,1.0,True,COG,刚果（布）
178,2010,34,34,1.0,True,COG,刚果（布）
178,2011,34,34,1.0,True,COG,刚果（布）
178,2012,34,34,1.0,True,COG,刚果（布）
178,2013,34,34,1.0,True,COG,刚果（布）
178,2014,34,34,1.0,True,COG,刚果（布）
178,2015,34,34,1.0,True,COG,刚果（布）
178,2016,34,34,1.0,True,COG,刚果（布）
178,2017,34,34,1.0,True,COG,刚果（布）
178,2018,34,34,1.0,True,COG,刚果（布）
178,2019,34,34,1.0,True,COG,刚果（布）
178,2020,34,34,1.0,True,COG,刚果（布）
178,2021,34,34,1.0,True,COG,刚果（布）
180,2001,34,34,1.0,True,COD,刚果（金）
180,2002,34,34,1.0,True,COD,刚果（金）
180,2003,34,34,1.0,True,COD,刚果（金）
180,2004,34,34,1.0,True,COD,刚果（金）
180,2005,34,34,1.0,True,COD,刚果（金）
180,2006,34,34,1.0,True,COD,刚果（金）
180,2007,34,34,1.0,True,COD,刚果（金）
180,2008,34,34,1.0,True,COD,刚果（金）
180,2009,34,34,1.0,True,COD,刚果（金）
180,2010,34,34,1.0,True,COD,刚果（金）
180,2011,34,34,1.0,True,COD,刚果（金）
180,2012,34,34,1.0,True,COD,刚果（金）
180,2013,34,34,1.0,True,COD,刚果（金）
180,2014,34,34,1.0,True,COD,刚果（金）
180,2015,34,34,1.0,True,COD,刚果（金）
180,2016,34,34,1.0,True,COD,刚果（金）
180,2017,34,34,1.0,True,COD,刚果（金）
180,2018,34,34,1.0,True,COD,刚果（金）
180,2019,34,34,1.0,True,COD,刚果（金）
180,2020,34,34,1.0,True,COD,刚果（金）
180,2021,34,34,1.0,True,COD,刚果（金）
204,2001,34,34,1.0,True,BEN,贝宁
204,2002,34,34,1.0,True,BEN,贝宁
204,2003,34,34,1.0,True,BEN,贝宁
204,2004,34,34,1.0,True,BEN,贝宁
204,2005,34,34,1.0,True,BEN,贝宁
204,2006,34,34,1.0,True,BEN,贝宁
204,2007,34,34,1.0,True,BEN,贝宁
204,2008,34,34,1.0,True,BEN,贝宁
204,2009,34,34,1.0,True,BEN,贝宁
204,2010,34,34,1.0,True,BEN,贝宁
204,2011,34,34,1.0,True,BEN,贝宁
204,2012,34,34,1.0,True,BEN,贝宁
204,2013,34,34,1.0,True,BEN,贝宁
204,2014,34,34,1.0,True,BEN,贝宁
204,2015,34,34,1.0,True,BEN,贝宁
204,2016,34,34,1.0,True,BEN,贝宁
204,2017,34,34,1.0,True,BEN,贝宁
204,2018,34,34,1.0,True,BEN,贝宁
204,2019,34,34,1.0,True,BEN,贝宁
204,2020,34,34,1.0,True,BEN,贝宁
204,2021,34,34,1.0,True,BEN,贝宁
226,2001,31,34,0.9117647058823529,True,GNQ,赤道几内亚
226,2002,31,34,0.9117647058823529,True,GNQ,赤道几内亚
226,2003,31,34,0.9117647058823529,True,GNQ,赤道几内亚
226,2004,31,34,0.9117647058823529,True,GNQ,赤道几内亚
226,2005,31,34,0.9117647058823529,True,GNQ,赤道几内亚
226,2006,31,34,0.9117647058823529,True,GNQ,赤道几内亚
226,2007,31,34,0.9117647058823529,True,GNQ,赤道几内亚
226,2008,31,34,0.9117647058823529,True,GNQ,赤道几内亚
226,2009,31,34,0.9117647058823529,True,GNQ,赤道几内亚
226,2010,31,34,0.9117647058823529,True,GNQ,赤道几内亚
226,2011,31,34,0.9117647058823529,True,GNQ,赤道几内亚
226,2012,31,34,0.9117647058823529,True,GNQ,赤道几内亚
226,2013,31,34,0.9117647058823529,True,GNQ,赤道几内亚
226,2014,31,34,0.9117647058823529,True,GNQ,赤道几内亚
226,2015,31,34,0.9117647058823529,True,GNQ,赤道几内亚
226,2016,31,34,0.9117647058823529,True,GNQ,赤道几内亚
226,2017,31,34,0.9117647058823529,True,GNQ,赤道几内亚
226,2018,31,34,0.9117647058823529,True,GNQ,赤道几内亚
226,2019,31,34,0.9117647058823529,True,GNQ,赤道几内亚
226,2020,31,34,0.9117647058823529,True,GNQ,赤道几内亚
226,2021,31,34,0.9117647058823529,True,GNQ,赤道几内亚
231,2001,34,34,1.0,True,ETH,埃塞俄比亚
231,2002,34,34,1.0,True,ETH,埃塞俄比亚
231,2003,34,34,1.0,True,ETH,埃塞俄比亚
231,2004,34,34,1.0,True,ETH,埃塞俄比亚
231,2005,34,34,1.0,True,ETH,埃塞俄比亚
231,2006,34,34,1.0,True,ETH,埃塞俄比亚
231,2007,34,34,1.0,True,ETH,埃塞俄比亚
231,2008,34,34,1.0,True,ETH,埃塞俄比亚
231,2009,34,34,1.0,True,ETH,埃塞俄比亚
231,2010,34,34,1.0,True,ETH,埃塞俄比亚
231,2011,34,34,1.0,True,ETH,埃塞俄比亚
231,2012,34,34,1.0,True,ETH,埃塞俄比亚
231,2013,34,34,1.0,True,ETH,埃塞俄比亚
231,2014,34,34,1.0,True,ETH,埃塞俄比亚
231,2015,34,34,1.0,True,ETH,埃塞俄比亚
231,2016,34,34,1.0,True,ETH,埃塞俄比亚
231,2017,34,34,1.0,True,ETH,埃塞俄比亚
231,2018,34,34,1.0,True,ETH,埃塞俄比亚
231,2019,34,34,1.0,True,ETH,埃塞俄比亚
231,2020,34,34,1.0,True,ETH,埃塞俄比亚
231,2021,34,34,1.0,True,ETH,埃塞俄比亚
232,2001,29,34,0.8529411764705882,True,ERI,厄立特里亚
232,2002,29,34,0.8529411764705882,True,ERI,厄立特里亚
232,2003,29,34,0.8529411764705882,True,ERI,厄立特里亚
232,2004,29,34,0.8529411764705882,True,ERI,厄立特里亚
232,2005,29,34,0.8529411764705882,True,ERI,厄立特里亚
232,2006,29,34,0.8529411764705882,True,ERI,厄立特里亚
232,2007,29,34,0.8529411764705882,True,ERI,厄立特里亚
232,2008,29,34,0.8529411764705882,True,ERI,厄立特里亚
232,2009,29,34,0.8529411764705882,True,ERI,厄立特里亚
232,2010,29,34,0.8529411764705882,True,ERI,厄立特里亚
232,2011,29,34,0.8529411764705882,True,ERI,厄立特里亚
232,2012,29,34,0.8529411764705882,True,ERI,厄立特里亚
232,2013,29,34,0.8529411764705882,True,ERI,厄立特里亚
232,2014,29,34,0.8529411764705882,True,ERI,厄立特里亚
232,2015,29,34,0.8529411764705882,True,ERI,厄立特里亚
232,2016,29,34,0.8529411764705882,True,ERI,厄立特里亚
232,2017,29,34,0.8529411764705882,True,ERI,厄立特里亚
232,2018,29,34,0.8529411764705882,True,ERI,厄立特里亚
232,2019,29,34,0.8529411764705882,True,ERI,厄立特里亚
232,2020,29,34,0.8529411764705882,True,ERI,厄立特里亚
232,2021,29,34,0.8529411764705882,True,ERI,厄立特里亚
262,2001,28,34,0.8235294117647058,True,DJI,吉布提
262,2002,28,34,0.8235294117647058,True,DJI,吉布提
262,2003,28,34,0.8235294117647058,True,DJI,吉布提
262,2004,28,34,0.8235294117647058,True,DJI,吉布提
262,2005,28,34,0.8235294117647058,True,DJI,吉布提
262,2006,28,34,0.8235294117647058,True,DJI,吉布提
262,2007,28,34,0.8235294117647058,True,DJI,吉布提
262,2008,28,34,0.8235294117647058,True,DJI,吉布提
262,2009,28,34,0.8235294117647058,True,DJI,吉布提
262,2010,28,34,0.8235294117647058,True,DJI,吉布提
262,2011,28,34,0.8235294117647058,True,DJI,吉布提
262,2012,28,34,0.8235294117647058,True,DJI,吉布提
262,2013,32,34,0.9411764705882353,True,DJI,吉布提
262,2014,34,34,1.0,True,DJI,吉布提
262,2015,34,34,1.0,True,DJI,吉布提
262,2016,34,34,1.0,True,DJI,吉布提
262,2017,34,34,1.0,True,DJI,吉布提
262,2018,34,34,1.0,True,DJI,吉布提
262,2019,34,34,1.0,True,DJI,吉布提
262,2020,34,34,1.0,True,DJI,吉布提
262,2021,34,34,1.0,True,DJI,吉布提
266,2001,34,34,1.0,True,GAB,加蓬
266,2002,34,34,1.0,True,GAB,加蓬
266,2003,34,34,1.0,True,GAB,加蓬
266,2004,34,34,1.0,True,GAB,加蓬
266,2005,34,34,1.0,True,GAB,加蓬
266,2006,34,34,1.0,True,GAB,加蓬
266,2007,34,34,1.0,True,GAB,加蓬
266,2008,34,34,1.0,True,GAB,加蓬
266,2009,34,34,1.0,True,GAB,加蓬
266,2010,34,34,1.0,True,GAB,加蓬
266,2011,34,34,1.0,True,GAB,加蓬
266,2012,34,34,1.0,True,GAB,加蓬
266,2013,34,34,1.0,True,GAB,加蓬
266,2014,34,34,1.0,True,GAB,加蓬
266,2015,34,34,1.0,True,GAB,加蓬
266,2016,34,34,1.0,True,GAB,加蓬
266,2017,34,34,1.0,True,GAB,加蓬
266,2018,34,34,1.0,True,GAB,加蓬
266,2019,34,34,1.0,True,GAB,加蓬
266,2020,34,34,1.0,True,GAB,加蓬
266,2021,34,34,1.0,True,GAB,加蓬
270,2001,34,34,1.0,True,GMB,冈比亚
270,2002,34,34,1.0,True,GMB,冈比亚
270,2003,34,34,1.0,True,GMB,冈比亚
270,2004,34,34,1.0,True,GMB,冈比亚
270,2005,34,34,1.0,True,GMB,冈比亚
270,2006,34,34,1.0,True,GMB,冈比亚
270,2007,34,34,1.0,True,GMB,冈比亚
270,2008,34,34,1.0,True,GMB,冈比亚
270,2009,34,34,1.0,True,GMB,冈比亚
270,2010,34,34,1.0,True,GMB,冈比亚
270,2011,34,34,1.0,True,GMB,冈比亚
270,2012,34,34,1.0,True,GMB,冈比亚
270,2013,34,34,1.0,True,GMB,冈比亚
270,2014,34,34,1.0,True,GMB,冈比亚
270,2015,34,34,1.0,True,GMB,冈比亚
270,2016,34,34,1.0,True,GMB,冈比亚
270,2017,34,34,1.0,True,GMB,冈比亚
270,2018,34,34,1.0,True,GMB,冈比亚
270,2019,34,34,1.0,True,GMB,冈比亚
270,2020,34,34,1.0,True,GMB,冈比亚
270,2021,34,34,1.0,True,GMB,冈比亚
288,2001,34,34,1.0,True,GHA,加纳
288,2002,34,34,1.0,True,GHA,加纳
288,2003,34,34,1.0,True,GHA,加纳
288,2004,34,34,1.0,True,GHA,加纳
288,2005,34,34,1.0,True,GHA,加纳
288,2006,34,34,1.0,True,GHA,加纳
288,2007,34,34,1.0,True,GHA,加纳
288,2008,34,34,1.0,True,GHA,加纳
288,2009,34,34,1.0,True,GHA,加纳
288,2010,34,34,1.0,True,GHA,加纳
288,2011,34,34,1.0,True,GHA,加纳
288,2012,34,34,1.0,True,GHA,加纳
288,2013,34,34,1.0,True,GHA,加纳
288,2014,34,34,1.0,True,GHA,加纳
288,2015,34,34,1.0,True,GHA,加纳
288,2016,34,34,1.0,True,GHA,加纳
288,2017,34,34,1.0,True,GHA,加纳
288,2018,34,34,1.0,True,GHA,加纳
288,2019,34,34,1.0,True,GHA,加纳
288,2020,34,34,1.0,True,GHA,加纳
288,2021,34,34,1.0,True,GHA,加纳
324,2001,34,34,1.0,True,GIN,几内亚
324,2002,34,34,1.0,True,GIN,几内亚
324,2003,34,34,1.0,True,GIN,几内亚
324,2004,34,34,1.0,True,GIN,几内亚
324,2005,34,34,1.0,True,GIN,几内亚
324,2006,34,34,1.0,True,GIN,几内亚
324,2007,34,34,1.0,True,GIN,几内亚
324,2008,34,34,1.0,True,GIN,几内亚
324,2009,34,34,1.0,True,GIN,几内亚
324,2010,34,34,1.0,True,GIN,几内亚
324,2011,34,34,1.0,True,GIN,几内亚
324,2012,34,34,1.0,True,GIN,几内亚
324,2013,34,34,1.0,True,GIN,几内亚
324,2014,34,34,1.0,True,GIN,几内亚
324,2015,34,34,1.0,True,GIN,几内亚
324,2016,34,34,1.0,True,GIN,几内亚
324,2017,34,34,1.0,True,GIN,几内亚
324,2018,34,34,1.0,True,GIN,几内亚
324,2019,34,34,1.0,True,GIN,几内亚
324,2020,34,34,1.0,True,GIN,几内亚
324,2021,34,34,1.0,True,GIN,几内亚
384,2001,34,34,1.0,True,CIV,科特迪瓦
384,2002,34,34,1.0,True,CIV,科特迪瓦
384,2003,34,34,1.0,True,CIV,科特迪瓦
384,2004,34,34,1.0,True,CIV,科特迪瓦
384,2005,34,34,1.0,True,CIV,科特迪瓦
384,2006,34,34,1.0,True,CIV,科特迪瓦
384,2007,34,34,1.0,True,CIV,科特迪瓦
384,2008,34,34,1.0,True,CIV,科特迪瓦
384,2009,34,34,1.0,True,CIV,科特迪瓦
384,2010,34,34,1.0,True,CIV,科特迪瓦
384,2011,34,34,1.0,True,CIV,科特迪瓦
384,2012,34,34,1.0,True,CIV,科特迪瓦
384,2013,34,34,1.0,True,CIV,科特迪瓦
384,2014,34,34,1.0,True,CIV,科特迪瓦
384,2015,34,34,1.0,True,CIV,科特迪瓦
384,2016,34,34,1.0,True,CIV,科特迪瓦
384,2017,34,34,1.0,True,CIV,科特迪瓦
384,2018,34,34,1.0,True,CIV,科特迪瓦
384,2019,34,34,1.0,True,CIV,科特迪瓦
384,2020,34,34,1.0,True,CIV,科特迪瓦
384,2021,34,34,1.0,True,CIV,科特迪瓦
404,2001,34,34,1.0,True,KEN,肯尼亚
404,2002,34,34,1.0,True,KEN,肯尼亚
404,2003,34,34,1.0,True,KEN,肯尼亚
404,2004,34,34,1.0,True,KEN,肯尼亚
404,2005,34,34,1.0,True,KEN,肯尼亚
404,2006,34,34,1.0,True,KEN,肯尼亚
404,2007,34,34,1.0,True,KEN,肯尼亚
404,2008,34,34,1.0,True,KEN,肯尼亚
404,2009,34,34,1.0,True,KEN,肯尼亚
404,2010,34,34,1.0,True,KEN,肯尼亚
404,2011,34,34,1.0,True,KEN,肯尼亚
404,2012,34,34,1.0,True,KEN,肯尼亚
404,2013,34,34,1.0,True,KEN,肯尼亚
404,2014,34,34,1.0,True,KEN,肯尼亚
404,2015,34,34,1.0,True,KEN,肯尼亚
404,2016,34,34,1.0,True,KEN,肯尼亚
404,2017,34,34,1.0,True,KEN,肯尼亚
404,2018,34,34,1.0,True,KEN,肯尼亚
404,2019,34,34,1.0,True,KEN,肯尼亚
404,2020,34,34,1.0,True,KEN,肯尼亚
404,2021,34,34,1.0,True,KEN,肯尼亚
426,2001,33,34,0.9705882352941176,True,LSO,莱索托
426,2002,33,34,0.9705882352941176,True,LSO,莱索托
426,2003,33,34,0.9705882352941176,True,LSO,莱索托
426,2004,33,34,0.9705882352941176,True,LSO,莱索托
426,2005,33,34,0.9705882352941176,True,LSO,莱索托
426,2006,33,34,0.9705882352941176,True,LSO,莱索托
426,2007,33,34,0.9705882352941176,True,LSO,莱索托
426,2008,33,34,0.9705882352941176,True,LSO,莱索托
426,2009,33,34,0.9705882352941176,True,LSO,莱索托
426,2010,33,34,0.9705882352941176,True,LSO,莱索托
426,2011,33,34,0.9705882352941176,True,LSO,莱索托
426,2012,33,34,0.9705882352941176,True,LSO,莱索托
426,2013,33,34,0.9705882352941176,True,LSO,莱索托
426,2014,33,34,0.9705882352941176,True,LSO,莱索托
426,2015,33,34,0.9705882352941176,True,LSO,莱索托
426,2016,33,34,0.9705882352941176,True,LSO,莱索托
426,2017,33,34,0.9705882352941176,True,LSO,莱索托
426,2018,33,34,0.9705882352941176,True,LSO,莱索托
426,2019,33,34,0.9705882352941176,True,LSO,莱索托
426,2020,33,34,0.9705882352941176,True,LSO,莱索托
426,2021,33,34,0.9705882352941176,True,LSO,莱索托
430,2001,34,34,1.0,True,LBR,利比里亚
430,2002,34,34,1.0,True,LBR,利比里亚
430,2003,34,34,1.0,True,LBR,利比里亚
430,2004,34,34,1.0,True,LBR,利比里亚
430,2005,34,34,1.0,True,LBR,利比里亚
430,2006,34,34,1.0,True,LBR,利比里亚
430,2007,34,34,1.0,True,LBR,利比里亚
430,2008,34,34,1.0,True,LBR,利比里亚
430,2009,34,34,1.0,True,LBR,利比里亚
430,2010,34,34,1.0,True,LBR,利比里亚
430,2011,34,34,1.0,True,LBR,利比里亚
430,2012,34,34,1.0,True,LBR,利比里亚
430,2013,34,34,1.0,True,LBR,利比里亚
430,2014,34,34,1.0,True,LBR,利比里亚
430,2015,34,34,1.0,True,LBR,利比里亚
430,2016,34,34,1.0,True,LBR,利比里亚
430,2017,34,34,1.0,True,LBR,利比里亚
430,2018,34,34,1.0,True,LBR,利比里亚
430,2019,34,34,1.0,True,LBR,利比里亚
430,2020,34,34,1.0,True,LBR,利比里亚
430,2021,34,34,1.0,True,LBR,利比里亚
450,2001,34,34,1.0,True,MDG,马达加斯加
450,2002,34,34,1.0,True,MDG,马达加斯加
450,2003,34,34,1.0,True,MDG,马达加斯加
450,2004,34,34,1.0,True,MDG,马达加斯加
450,2005,34,34,1.0,True,MDG,马达加斯加
450,2006,34,34,1.0,True,MDG,马达加斯加
450,2007,34,34,1.0,True,MDG,马达加斯加
450,2008,34,34,1.0,True,MDG,马达加斯加
450,2009,34,34,1.0,True,MDG,马达加斯加
450,2010,34,34,1.0,True,MDG,马达加斯加
450,2011,34,34,1.0,True,MDG,马达加斯加
450,2012,34,34,1.0,True,MDG,马达加斯加
450,2013,34,34,1.0,True,MDG,马达加斯加
450,2014,34,34,1.0,True,MDG,马达加斯加
450,2015,34,34,1.0,True,MDG,马达加斯加
450,2016,34,34,1.0,True,MDG,马达加斯加
450,2017,34,34,1.0,True,MDG,马达加斯加
450,2018,34,34,1.0,True,MDG,马达加斯加
450,2019,34,34,1.0,True,MDG,马达加斯加
450,2020,34,34,1.0,True,MDG,马达加斯加
450,2021,34,34,1.0,True,MDG,马达加斯加
454,2001,34,34,1.0,True,MWI,马拉维
454,2002,34,34,1.0,True,MWI,马拉维
454,2003,34,34,1.0,True,MWI,马拉维
454,2004,34,34,1.0,True,MWI,马拉维
454,2005,34,34,1.0,True,MWI,马拉维
454,2006,34,34,1.0,True,MWI,马拉维
454,2007,34,34,1.0,True,MWI,马拉维
454,2008,34,34,1.0,True,MWI,马拉维
454,2009,34,34,1.0,True,MWI,马拉维
454,2010,34,34,1.0,True,MWI,马拉维
454,2011,34,34,1.0,True,MWI,马拉维
454,2012,34,34,1.0,True,MWI,马拉维
454,2013,34,34,1.0,True,MWI,马拉维
454,2014,34,34,1.0,True,MWI,马拉维
454,2015,34,34,1.0,True,MWI,马拉维
454,2016,34,34,1.0,True,MWI,马拉维
454,2017,34,34,1.0,True,MWI,马拉维
454,2018,34,34,1.0,True,MWI,马拉维
454,2019,34,34,1.0,True,MWI,马拉维
454,2020,34,34,1.0,True,MWI,马拉维
454,2021,34,34,1.0,True,MWI,马拉维
466,2001,34,34,1.0,True,MLI,马里
